Imagename,Bounding Box,Whale ID
01043cc4b.jpg,"[13, 27, 1023, 485]",new_whale
01070510c.jpg,"[5, 0, 888, 412]",w_b7e3a9f
01078982f.jpg,"[0, 57, 1050, 351]",w_691b684
0108c3e2b.jpg,"[0, 74, 1050, 438]",new_whale
010a1f0eb.jpg,"[0, 67, 1050, 477]",new_whale
010d37b13.jpg,"[1, 0, 700, 381]",new_whale
011258703.jpg,"[25, 193, 1002, 520]",w_8be8406
0117ac323.jpg,"[19, 171, 1008, 549]",w_4516d31
0118a64b8.jpg,"[0, 179, 1050, 477]",w_dd00c66
01216c238.jpg,"[53, 103, 946, 546]",w_396c12b
01237f1ce.jpg,"[0, 2, 1050, 466]",new_whale
0124d2989.jpg,"[0, 172, 1050, 565]",w_03270e3
0135bf774.jpg,"[0, 92, 770, 326]",new_whale
0139248b7.jpg,"[58, 128, 949, 523]",w_8a71ca4
013935e54.jpg,"[0, 13, 1050, 387]",w_a8c2847
01396f4d1.jpg,"[0, 198, 1050, 520]",new_whale
01425e516.jpg,"[76, 153, 945, 498]",w_581ba42
0145d6294.jpg,"[0, 0, 1050, 312]",w_9739508
0148dbdd2.jpg,"[0, 62, 1050, 230]",new_whale
014a7cdf0.jpg,"[21, 0, 494, 221]",new_whale
014c052b5.jpg,"[0, 23, 835, 290]",w_ddb62c2
014c0deb5.jpg,"[0, 0, 1050, 633]",w_13c1b55
014c130f2.jpg,"[99, 96, 973, 430]",new_whale
0150758c7.jpg,"[212, 0, 846, 450]",w_5a9abcf
0150f16ec.jpg,"[86, 0, 957, 444]",new_whale
01598711e.jpg,"[0, 106, 1050, 554]",w_3de579a
015b868a1.jpg,"[0, 1, 568, 255]",w_71af602
016173748.jpg,"[59, 71, 995, 456]",new_whale
0165c60f3.jpg,"[0, 0, 376, 144]",w_deacb11
016768c94.jpg,"[86, 85, 828, 429]",w_9769f0b
016791b76.jpg,"[136, 34, 873, 386]",w_f74a89e
016ac2f79.jpg,"[0, 68, 1050, 474]",w_688590b
016dfbd1e.jpg,"[14, 57, 1011, 401]",w_77150d0
016f26c74.jpg,"[170, 226, 840, 416]",w_08630fd
0172a0826.jpg,"[0, 21, 1050, 570]",w_89f521e
0172cb96f.jpg,"[69, 0, 800, 418]",w_0ee9ae5
0173fc207.jpg,"[31, 105, 839, 462]",new_whale
01751644e.jpg,"[0, 88, 1050, 473]",w_12e7c23
0175e8d3f.jpg,"[0, 0, 900, 531]",w_d6283ba
0179e07f2.jpg,"[16, 61, 1042, 576]",w_c8bbb43
017bd9a69.jpg,"[0, 34, 1050, 527]",w_191bce3
017c8297e.jpg,"[9, 29, 688, 432]",new_whale
017f9cf06.jpg,"[48, 205, 873, 387]",new_whale
018345b71.jpg,"[0, 65, 1050, 494]",new_whale
0183ee449.jpg,"[28, 117, 976, 532]",w_f793b1f
018b81a56.jpg,"[0, 100, 1050, 500]",w_0b1e4a6
01917b508.jpg,"[297, 159, 716, 333]",w_4846b27
01919fc42.jpg,"[0, 0, 1050, 548]",new_whale
0197be7fd.jpg,"[0, 0, 1048, 473]",w_2e374c0
019b53508.jpg,"[296, 243, 784, 434]",w_89f6097
019e9a958.jpg,"[0, 0, 1050, 435]",w_7e56d66
01aa167a0.jpg,"[8, 14, 940, 465]",new_whale
01affda48.jpg,"[0, 0, 1050, 323]",w_c875e45
01bf61268.jpg,"[26, 0, 1008, 377]",new_whale
01bfc5ce9.jpg,"[0, 0, 1050, 635]",new_whale
01c26d722.jpg,"[24, 38, 975, 376]",new_whale
01c941173.jpg,"[0, 123, 828, 353]",new_whale
01c98f7c1.jpg,"[0, 3, 1027, 426]",w_396c12b
01c9fe65c.jpg,"[0, 50, 885, 503]",new_whale
01cd70a58.jpg,"[0, 78, 699, 281]",new_whale
01cd7a357.jpg,"[4, 96, 1050, 472]",new_whale
01cea07ff.jpg,"[0, 25, 1014, 523]",new_whale
01d8fc465.jpg,"[9, 0, 444, 199]",new_whale
01dcb420f.jpg,"[48, 31, 989, 530]",w_4f3cebf
01e2ca8ba.jpg,"[104, 102, 913, 395]",w_edce644
01e4842aa.jpg,"[0, 92, 1050, 382]",w_91b96c1
01e878aad.jpg,"[33, 231, 971, 374]",w_d0bfef3
01ec3759e.jpg,"[0, 175, 1050, 477]",new_whale
01eee7676.jpg,"[0, 164, 1050, 576]",new_whale
01f58bda4.jpg,"[38, 54, 967, 395]",w_d4211d9
01f66ca26.jpg,"[0, 42, 1000, 470]",new_whale
01f6f8d04.jpg,"[43, 1, 993, 396]",w_0513962
01f84aa6f.jpg,"[73, 116, 937, 257]",new_whale
0202d2a08.jpg,"[102, 31, 914, 376]",new_whale
0206722e5.jpg,"[0, 63, 889, 351]",w_5833b3d
020ab0f9b.jpg,"[148, 135, 865, 357]",w_e08506c
02156d140.jpg,"[43, 160, 1020, 529]",w_5bac7bb
021a49e25.jpg,"[88, 184, 737, 498]",new_whale
021d8cc07.jpg,"[82, 61, 397, 203]",new_whale
0222d7746.jpg,"[19, 0, 1004, 352]",w_1ca9ab1
0223b6a5c.jpg,"[235, 69, 2403, 466]",new_whale
0225391f4.jpg,"[0, 0, 1044, 362]",w_8d0d921
02270be38.jpg,"[7, 75, 1000, 236]",new_whale
02270be38.jpg,"[0, 0, 1050, 322]",new_whale
02272f684.jpg,"[30, 137, 988, 539]",w_7e579dd
0227a97f7.jpg,"[216, 0, 785, 613]",w_488865e
022b803eb.jpg,"[0, 0, 1050, 600]",w_1ca9ab1
023b99fbe.jpg,"[0, 0, 641, 268]",w_f0fe284
023c3947f.jpg,"[12, 110, 1014, 574]",w_f459442
023dc5c36.jpg,"[34, 0, 998, 383]",w_0a155b9
0242534d4.jpg,"[0, 38, 1050, 445]",new_whale
024a7136d.jpg,"[0, 94, 1050, 412]",w_e04d084
02518df7d.jpg,"[0, 50, 671, 253]",new_whale
0253d946f.jpg,"[0, 0, 1050, 413]",w_f6b8ccb
025407c89.jpg,"[100, 232, 905, 407]",w_7038727
02564ae05.jpg,"[0, 59, 1050, 575]",w_4214909
02568e465.jpg,"[54, 241, 1000, 539]",w_26e4f44
025c1eb28.jpg,"[0, 0, 1050, 345]",w_cf31c86
025d86fa4.jpg,"[14, 116, 1001, 540]",w_2964e0b
025ea05b4.jpg,"[113, 202, 910, 485]",w_90c9763
0260984e4.jpg,"[0, 42, 1050, 368]",w_c379d78
026345181.jpg,"[0, 249, 1004, 435]",w_2e4af64
0264bd4b5.jpg,"[128, 170, 867, 519]",new_whale
0268c74a5.jpg,"[19, 0, 950, 478]",new_whale
026cf2c73.jpg,"[20, 155, 1016, 503]",w_1423c1f
0270cd806.jpg,"[88, 241, 1697, 549]",w_5065c2b
02773908c.jpg,"[0, 54, 700, 319]",new_whale
027f1594f.jpg,"[26, 36, 752, 275]",w_072f593
02810b9d1.jpg,"[124, 100, 958, 652]",new_whale
028bbb7af.jpg,"[0, 0, 1050, 396]",w_0189b6d
028e0f415.jpg,"[0, 177, 1050, 615]",w_f276da3
028e9f24d.jpg,"[0, 82, 1027, 349]",w_2b47174
029449f85.jpg,"[0, 148, 1050, 540]",w_ed1df50
02a34f2bd.jpg,"[0, 0, 1050, 347]",w_91037a7
02a5af887.jpg,"[0, 123, 1050, 495]",new_whale
02a7e1f6c.jpg,"[0, 0, 1050, 426]",w_c8d5ad5
02b0efd14.jpg,"[0, 62, 858, 467]",new_whale
02b19e5f2.jpg,"[82, 59, 921, 391]",w_d72771c
02b32cd35.jpg,"[70, 22, 596, 269]",w_fd9d727
02b4351c8.jpg,"[0, 0, 1050, 337]",w_51e7506
02bce1dd2.jpg,"[95, 0, 908, 374]",w_e47e686
02bceb4f3.jpg,"[0, 0, 882, 382]",w_5f20f03
02beb151f.jpg,"[78, 52, 324, 112]",w_83869d3
02c389bcb.jpg,"[144, 304, 875, 489]",new_whale
02c47bf28.jpg,"[0, 84, 1050, 446]",w_2f5caa9
02c8a71de.jpg,"[0, 0, 1050, 420]",new_whale
02ca9b585.jpg,"[0, 0, 1034, 546]",new_whale
02d191488.jpg,"[12, 52, 1022, 425]",w_e42007e
02d30c6e4.jpg,"[0, 0, 699, 311]",w_10eece8
02d79a2aa.jpg,"[0, 0, 1050, 322]",w_b3cde16
02deeee20.jpg,"[231, 248, 806, 426]",w_9573686
02df5693e.jpg,"[0, 196, 1050, 350]",new_whale
02e548fa4.jpg,"[71, 165, 959, 517]",new_whale
02e5c6e80.jpg,"[3, 0, 998, 377]",w_cda3971
02fa23b44.jpg,"[43, 0, 989, 419]",w_065ee1b
02fafd711.jpg,"[0, 51, 1050, 591]",w_3f7d5f5
02fc410b6.jpg,"[16, 135, 890, 334]",new_whale
02fcd7f7c.jpg,"[0, 0, 1050, 450]",new_whale
02fd77da4.jpg,"[332, 274, 986, 452]",w_715ceba
02fe15b8b.jpg,"[0, 34, 877, 346]",w_c144f80
0304d1ea3.jpg,"[0, 0, 1050, 512]",new_whale
030628f8b.jpg,"[0, 80, 1050, 546]",w_8b1f4be
031b653a2.jpg,"[0, 0, 1050, 397]",w_760c469
031b6c2c4.jpg,"[0, 0, 1050, 336]",w_bc285a6
031e19510.jpg,"[0, 70, 699, 318]",new_whale
0323e79ed.jpg,"[0, 10, 1025, 326]",w_89f521e
03282d26c.jpg,"[0, 67, 879, 511]",w_ce4d993
032adbd21.jpg,"[0, 178, 1050, 541]",new_whale
032fac6b9.jpg,"[0, 0, 1043, 377]",new_whale
033734195.jpg,"[0, 253, 1050, 521]",new_whale
0338c2abc.jpg,"[0, 67, 1023, 395]",new_whale
03398a6cc.jpg,"[124, 6, 943, 682]",w_23e1d57
034176bf3.jpg,"[30, 0, 1029, 401]",w_f8c22dc
0341a18ba.jpg,"[13, 218, 998, 660]",w_3f22dc6
0346bbbe9.jpg,"[0, 8, 784, 323]",w_dee1053
03471c92a.jpg,"[78, 176, 942, 498]",w_9af432a
0347973a7.jpg,"[82, 101, 991, 549]",w_bb2c919
034b31ef4.jpg,"[0, 0, 1050, 344]",w_6c09f7f
034e5fe12.jpg,"[0, 37, 1050, 418]",w_cbb15d2
035159746.jpg,"[0, 3, 1050, 427]",w_ae53e45
0356860be.jpg,"[0, 61, 1014, 260]",new_whale
035b5bdb8.jpg,"[61, 287, 953, 480]",w_8443156
035cc12f2.jpg,"[0, 187, 1050, 550]",w_edf43c1
035ce8d51.jpg,"[98, 221, 1224, 430]",new_whale
035d683ef.jpg,"[136, 123, 689, 337]",new_whale
036ff6457.jpg,"[38, 116, 963, 469]",w_328e490
0370090ac.jpg,"[0, 62, 1050, 341]",w_d240f68
03736acc1.jpg,"[73, 141, 930, 530]",new_whale
03776d685.jpg,"[210, 285, 766, 421]",w_0b398b2
0378f59b5.jpg,"[181, 183, 869, 405]",new_whale
037d3d4f7.jpg,"[0, 131, 1008, 473]",w_ec4299b
037efd0e5.jpg,"[25, 0, 1011, 450]",new_whale
0387e6dd7.jpg,"[0, 213, 1050, 484]",new_whale
038b08ba9.jpg,"[2, 27, 893, 447]",w_78bfd01
038b50a77.jpg,"[0, 93, 1050, 420]",w_31d1d50
038b5f3f3.jpg,"[11, 287, 996, 412]",w_a32898d
038c165c5.jpg,"[0, 69, 700, 401]",new_whale
038e52f8d.jpg,"[135, 112, 819, 443]",new_whale
038f6e50f.jpg,"[10, 88, 1023, 481]",new_whale
0392690b8.jpg,"[0, 46, 1050, 581]",new_whale
039739a4b.jpg,"[105, 16, 912, 525]",w_7e9ae57
03976ceda.jpg,"[51, 66, 779, 396]",new_whale
039916998.jpg,"[0, 64, 978, 521]",new_whale
039bcc0f7.jpg,"[34, 0, 999, 449]",new_whale
039fcf391.jpg,"[0, 360, 1009, 526]",w_691f2f6
03a224d12.jpg,"[217, 189, 713, 379]",w_5650932
03acedeac.jpg,"[0, 0, 640, 206]",w_f70c302
03b0bd5dd.jpg,"[140, 42, 877, 495]",w_fa7cd91
03b7870be.jpg,"[0, 168, 682, 314]",new_whale
03b82f755.jpg,"[0, 30, 1050, 358]",new_whale
03b9e3dea.jpg,"[0, 95, 1042, 407]",new_whale
03bb5b068.jpg,"[63, 41, 608, 194]",w_6c0cdb1
03bb68e77.jpg,"[0, 27, 1050, 529]",w_68c4ecf
03be3723c.jpg,"[0, 3, 1029, 419]",w_00b3dc2
03bfcbcf4.jpg,"[0, 127, 1050, 548]",w_62e16d6
03cd2ba51.jpg,"[155, 166, 812, 448]",new_whale
03d0be3ab.jpg,"[99, 116, 895, 453]",w_4dac709
03d41255d.jpg,"[0, 132, 1050, 464]",new_whale
03d494223.jpg,"[18, 0, 996, 440]",new_whale
03d6acf15.jpg,"[86, 102, 956, 532]",new_whale
03dcf5c8e.jpg,"[25, 45, 687, 420]",new_whale
03e3599f3.jpg,"[0, 37, 1050, 440]",new_whale
03ef29298.jpg,"[0, 129, 1050, 615]",w_a87ec7e
03ef35d6e.jpg,"[79, 151, 943, 610]",w_e0a42ad
03f1f348e.jpg,"[0, 122, 1050, 534]",w_d6907f5
03f4675ff.jpg,"[0, 124, 1050, 518]",new_whale
03f49a3b3.jpg,"[31, 206, 964, 365]",new_whale
03fa69c40.jpg,"[0, 0, 700, 401]",w_0e7ec27
040270cba.jpg,"[0, 3, 1050, 705]",w_daeba33
0402f7a49.jpg,"[0, 17, 1050, 369]",w_b1461a9
04066a98e.jpg,"[12, 95, 1005, 501]",new_whale
0407436a4.jpg,"[0, 16, 1050, 358]",new_whale
04094ac0b.jpg,"[425, 311, 664, 418]",w_68ed1f9
0409c48d7.jpg,"[28, 0, 494, 288]",w_78e229f
040ce705a.jpg,"[45, 83, 970, 576]",new_whale
040da527c.jpg,"[181, 267, 885, 484]",w_564a34b
04153ce6d.jpg,"[0, 82, 1050, 482]",w_66e3287
041c117be.jpg,"[0, 22, 854, 443]",w_4690940
041e3d502.jpg,"[2, 51, 474, 234]",new_whale
042870651.jpg,"[56, 162, 815, 310]",w_85b252c
042a3d0b3.jpg,"[364, 245, 725, 411]",w_a9304b9
042c4e1a4.jpg,"[0, 128, 1050, 679]",new_whale
043029c07.jpg,"[66, 86, 975, 581]",w_66b4513
0434082ad.jpg,"[0, 101, 909, 373]",new_whale
0435d5d4b.jpg,"[0, 2, 1050, 364]",w_fdc6e6d
044b2a2ae.jpg,"[323, 239, 634, 427]",w_8f4d879
044df2889.jpg,"[0, 0, 615, 209]",w_c0f1e04
04505f712.jpg,"[69, 0, 941, 503]",w_d14059c
04515138c.jpg,"[143, 0, 858, 591]",w_9f13096
045793afd.jpg,"[0, 26, 1050, 450]",new_whale
0458c300b.jpg,"[191, 233, 673, 632]",w_5e8e218
045bbb167.jpg,"[0, 55, 1050, 575]",new_whale
045cd8ae8.jpg,"[61, 193, 942, 333]",w_cb9f118
045cef3d0.jpg,"[124, 0, 755, 499]",new_whale
045db6357.jpg,"[10, 48, 1017, 524]",w_b992a50
04622e32d.jpg,"[0, 42, 732, 332]",w_8193215
046332912.jpg,"[286, 315, 707, 455]",w_778e474
04653d8fc.jpg,"[0, 0, 1050, 390]",w_5cf4727
0469731bc.jpg,"[0, 56, 1050, 403]",new_whale
04708836a.jpg,"[0, 199, 1050, 526]",w_3bd976e
04761acfb.jpg,"[0, 0, 1050, 314]",new_whale
047ca0d72.jpg,"[0, 11, 951, 309]",w_1c2e409
047f23339.jpg,"[0, 58, 1050, 571]",w_9b5109b
047f3949c.jpg,"[99, 119, 944, 722]",new_whale
048243c9a.jpg,"[33, 44, 1041, 506]",new_whale
0483452b5.jpg,"[0, 0, 1050, 374]",w_a5e6557
048606a80.jpg,"[0, 247, 1050, 567]",new_whale
0486d64df.jpg,"[0, 0, 473, 203]",new_whale
048762f18.jpg,"[197, 185, 793, 401]",new_whale
048803f5b.jpg,"[6, 60, 748, 268]",w_d0475b2
0489c432d.jpg,"[16, 72, 1001, 536]",new_whale
048bbca71.jpg,"[530, 84, 792, 264]",w_bbfce38
048d0c59a.jpg,"[0, 26, 709, 442]",new_whale
049202dd2.jpg,"[7, 0, 1015, 442]",w_b3ca4b7
0493ff477.jpg,"[0, 54, 756, 379]",new_whale
04966287f.jpg,"[5, 147, 1024, 531]",w_40a6c9c
0499ebf05.jpg,"[0, 102, 1050, 414]",w_736cca3
049bcf04f.jpg,"[0, 0, 1050, 378]",w_61e4690
049be1586.jpg,"[20, 24, 994, 190]",w_68311ed
049c26660.jpg,"[109, 0, 921, 591]",new_whale
049c91eea.jpg,"[0, 109, 900, 253]",w_f2075ef
049fa60f6.jpg,"[34, 10, 827, 323]",w_56d38d8
04a21e189.jpg,"[0, 276, 1050, 434]",new_whale
04a2d7b74.jpg,"[16, 0, 1011, 376]",w_c875e45
04a3745a0.jpg,"[27, 16, 999, 204]",w_888391a
04a973240.jpg,"[0, 0, 1050, 387]",w_11ff425
04ab8f618.jpg,"[6, 8, 353, 140]",new_whale
04af29309.jpg,"[14, 73, 1002, 389]",new_whale
04b3ac13b.jpg,"[0, 198, 1050, 619]",new_whale
04b5a2d33.jpg,"[13, 95, 1050, 448]",new_whale
04ba76e7a.jpg,"[15, 21, 578, 220]",new_whale
04c193d2d.jpg,"[0, 0, 1050, 411]",w_bc7de9f
04c254622.jpg,"[122, 273, 895, 432]",w_2df85e7
04cb9fe4e.jpg,"[0, 110, 1050, 440]",w_99383ac
04ccad4df.jpg,"[258, 279, 802, 417]",w_6caff0f
04ccea35b.jpg,"[58, 31, 543, 361]",w_53feb91
04d275a05.jpg,"[0, 0, 1050, 412]",w_37d2f3a
04d459352.jpg,"[7, 38, 1013, 367]",w_cefd512
04e1e4c3a.jpg,"[0, 231, 979, 410]",w_c7a611a
04e4265ce.jpg,"[161, 128, 936, 340]",new_whale
04e99f9d1.jpg,"[347, 336, 792, 501]",w_939423d
04eb3829e.jpg,"[0, 0, 1050, 333]",w_9748a78
04eb43378.jpg,"[127, 78, 943, 576]",w_f74a89e
04eec03fa.jpg,"[17, 80, 1008, 552]",w_0135f5f
04ef6e1d6.jpg,"[116, 274, 1030, 521]",w_02d138d
04f4a94e0.jpg,"[0, 41, 1050, 354]",new_whale
04f4e3b1b.jpg,"[0, 0, 1034, 450]",new_whale
04feb7ede.jpg,"[25, 24, 990, 330]",w_57abc0f
05081c5c8.jpg,"[31, 124, 998, 487]",w_b128587
0508b88d1.jpg,"[67, 0, 963, 420]",new_whale
050a33d81.jpg,"[79, 139, 942, 487]",new_whale
050f6bcac.jpg,"[9, 0, 889, 442]",new_whale
0514e3099.jpg,"[0, 141, 1050, 503]",w_3e34a5f
051a9fba7.jpg,"[123, 256, 906, 536]",w_c25d2d1
051c91d38.jpg,"[0, 176, 1033, 514]",w_ac5aa34
051fda3c9.jpg,"[34, 0, 1008, 420]",new_whale
053050f19.jpg,"[0, 8, 1050, 408]",w_203042e
0530b717d.jpg,"[0, 54, 1050, 530]",w_902f8b0
053e58e3a.jpg,"[411, 301, 999, 495]",w_714f89f
05422a5f9.jpg,"[93, 219, 755, 332]",new_whale
0545f65f0.jpg,"[31, 193, 1008, 491]",w_ba62b79
0547760d4.jpg,"[0, 118, 888, 459]",w_4eb6bcc
05483b514.jpg,"[5, 249, 1007, 374]",new_whale
0548e7010.jpg,"[36, 0, 972, 600]",new_whale
054903fdf.jpg,"[0, 0, 1050, 384]",w_2d7c2dd
054bb95c0.jpg,"[0, 97, 1050, 494]",w_b938e96
0550c2e23.jpg,"[120, 122, 784, 506]",new_whale
05536ec4b.jpg,"[68, 48, 971, 544]",new_whale
05582437e.jpg,"[0, 93, 1050, 394]",w_c2397a4
0559d1986.jpg,"[0, 39, 1050, 406]",w_5e8e218
0567bf644.jpg,"[53, 22, 830, 380]",w_45c3ea2
056b5e3d4.jpg,"[0, 0, 1050, 418]",w_91f13fe
056cd345d.jpg,"[0, 28, 703, 406]",w_bf41c21
0573f5df2.jpg,"[0, 221, 962, 528]",new_whale
05755e2b6.jpg,"[0, 0, 1050, 463]",new_whale
0576b4452.jpg,"[236, 189, 746, 305]",w_fec331a
057881bb1.jpg,"[0, 79, 1022, 417]",new_whale
057b3ac05.jpg,"[0, 60, 1050, 499]",new_whale
057b93fda.jpg,"[330, 82, 847, 303]",w_21bb5bd
057bae8d4.jpg,"[0, 301, 1036, 610]",w_c6a96e1
0583589ed.jpg,"[2, 25, 244, 52]",w_5083a58
058868867.jpg,"[0, 188, 1050, 522]",new_whale
0591cdb44.jpg,"[0, 62, 700, 334]",new_whale
05a0ebd38.jpg,"[0, 0, 1050, 393]",w_18934ab
05a66c837.jpg,"[214, 204, 687, 437]",w_6b2a111
05a967957.jpg,"[0, 109, 990, 445]",w_2a946f2
05ae4c2db.jpg,"[0, 58, 700, 351]",new_whale
05bb51f99.jpg,"[0, 132, 899, 438]",new_whale
05bc4b14e.jpg,"[0, 105, 875, 377]",new_whale
05c6af025.jpg,"[0, 132, 992, 650]",new_whale
05c85c8eb.jpg,"[45, 54, 979, 536]",w_335a58c
05cb42d60.jpg,"[32, 0, 979, 318]",w_91cdea4
05d5db36c.jpg,"[77, 221, 935, 406]",w_ba4f96c
05d6517f2.jpg,"[58, 0, 979, 455]",w_5fe949c
05d9cc57a.jpg,"[0, 109, 1050, 448]",w_67a9841
05da28fcb.jpg,"[0, 0, 988, 626]",w_391ef09
05dae8342.jpg,"[62, 102, 706, 299]",new_whale
05db04583.jpg,"[40, 190, 630, 282]",w_6d527ff
05dfa3773.jpg,"[0, 203, 1050, 570]",w_a0f456b
05e5e0e89.jpg,"[0, 62, 750, 164]",new_whale
05e81e346.jpg,"[75, 0, 961, 418]",w_8b86b95
05ea19d75.jpg,"[0, 143, 1026, 528]",w_24d3109
05ea2c861.jpg,"[0, 273, 905, 509]",w_93ef4fa
05ee04d0c.jpg,"[8, 229, 1007, 439]",w_d89acf0
05f2f037c.jpg,"[18, 22, 1013, 569]",w_14ece76
05f71b26a.jpg,"[35, 32, 408, 239]",new_whale
05fc2e35d.jpg,"[0, 121, 1050, 376]",new_whale
060bacbc7.jpg,"[1, 0, 1038, 470]",w_ec16cc4
060ffd336.jpg,"[37, 201, 958, 497]",new_whale
0610203d1.jpg,"[45, 85, 966, 538]",new_whale
0611099f3.jpg,"[0, 54, 672, 320]",new_whale
06119661c.jpg,"[0, 0, 1050, 367]",w_c6c89db
0613a4aa9.jpg,"[0, 94, 1050, 452]",w_3108dce
0616cbd68.jpg,"[0, 19, 1050, 450]",w_db3cfa4
06172ce2c.jpg,"[0, 95, 1050, 391]",new_whale
0617ca20a.jpg,"[41, 70, 575, 344]",new_whale
0618f6c38.jpg,"[0, 116, 1050, 552]",w_6cca536
061996245.jpg,"[0, 0, 1050, 395]",w_f37c434
06209926d.jpg,"[0, 113, 630, 278]",new_whale
062699bef.jpg,"[0, 129, 705, 478]",w_1afff3f
06276874e.jpg,"[28, 227, 975, 385]",new_whale
0628d4679.jpg,"[80, 0, 738, 362]",w_729290b
062d0bd7e.jpg,"[0, 0, 1050, 361]",w_0a7a37c
06306504e.jpg,"[85, 220, 733, 359]",new_whale
06307bbf6.jpg,"[0, 105, 1050, 542]",w_f408b56
0631db372.jpg,"[0, 29, 1050, 397]",w_1ca9ab1
0633e8c04.jpg,"[0, 0, 1050, 315]",new_whale
063759573.jpg,"[23, 190, 929, 513]",new_whale
06389a1fc.jpg,"[0, 0, 1050, 423]",w_861e504
0638c9ae1.jpg,"[0, 8, 1050, 455]",new_whale
